secname,the_geom,year_vol,shape_leng,volume
36STNE9,"MULTILINESTRING ((-113.981603 51.045153, -113.981538 51.045239, -113.981516 51.045314, -113.981509 51.045548, -113.981511 51.046144, -113.981515 51.04699, -113.981524 51.047159, -113.981534 51.047354, -113.981539 51.047586, -113.981537 51.047723, -113.981529 51.047979, -113.981525 51.048146, -113.98151 51.049482, -113.981509 51.050484, -113.981511 51.051042, -113.98151 51.05165, -113.981511 51.051976))",2016,760.200714573,24000
HVSTHILLS5,"MULTILINESTRING ((-114.070555 51.160128, -114.070566 51.160171, -114.070578 51.160224, -114.070584 51.160247, -114.070597 51.160298, -114.070613 51.16036, -114.070628 51.160421, -114.070642 51.160482, -114.070648 51.160504, -114.070655 51.160532, -114.070683 51.160643, -114.070712 51.160766, -114.070769 51.160994, -114.070831 51.161246, -114.070912 51.161616, -114.070938 51.161789, -114.070953 51.161937, -114.070958 51.16202, -114.07096 51.162131, -114.070959 51.162259, -114.070954 51.162346, -114.070944 51.162473, -114.070928 51.162588, -114.070916 51.162669, -114.0709 51.162756, -114.07088 51.162848, -114.070862 51.16292, -114.070824 51.163058, -114.0708 51.163131, -114.070763 51.163237, -114.070706 51.163382, -114.070668 51.163467, -114.070655 51.163495, -114.070625 51.163561, -114.070586 51.163636, -114.070543 51.163716, -114.070511 51.163775, -114.070475 51.163838, -114.070423 51.163925, -114.070414 51.163939, -114.070368 51.164008, -114.070308 51.164094, -114.070265 51.164158, -114.070235 51.164197))",2016,462.055244154,22000
44STE5,"MULTILINESTRING ((-113.970013 51.037831, -113.970007 51.037958, -113.970009 51.038306, -113.970012 51.039393, -113.970011 51.040978))",2016,350.166701377,7000
6STSW2,"MULTILINESTRING ((-114.072233 50.897769, -114.072268 50.897808, -114.072311 50.897857, -114.072342 50.897889, -114.072368 50.897917, -114.072391 50.89794, -114.072457 50.898006, -114.072523 50.89807, -114.07261 50.898151, -114.072711 50.89824, -114.072826 50.898333, -114.072909 50.898398, -114.073015 50.898477, -114.073135 50.898559, -114.073207 50.898608, -114.073306 50.898674, -114.073383 50.898722, -114.073509 50.8988, -114.073595 50.89885, -114.073684 50.898902, -114.07382 50.898978, -114.073953 50.899053, -114.074115 50.899147, -114.074277 50.899244, -114.074399 50.899321, -114.074483 50.899376, -114.074596 50.899451, -114.074705 50.899531, -114.074766 50.899575, -114.074811 50.89961, -114.074869 50.899656, -114.074939 50.899714, -114.074995 50.89976, -114.075058 50.899815, -114.075098 50.899852, -114.075125 50.899877, -114.075159 50.899908, -114.075196 50.899944, -114.07522 50.899968, -114.075245 50.899993, -114.075265 50.900013))",2016,329.945975125,12000
RVERBNDGT1,"MULTILINESTRING ((-114.015707 50.975649, -114.015371 50.975632, -114.015209 50.975634, -114.015073 50.97564, -114.01494 50.975647, -114.014838 50.975658, -114.014739 50.975678, -114.01465 50.975703, -114.014576 50.975719, -114.0143 50.975742, -114.014131 50.97577, -114.013962 50.975802, -114.013753 50.975854, -114.013559 50.975904, -114.01328 50.97599, -114.012638 50.97619, -114.01239 50.976275))",2016,247.50036391,12000
JLBVA1,"MULTILINESTRING ((-114.199685 51.129832, -114.199073 51.129562, -114.198706 51.129407, -114.197856 51.129034, -114.197668 51.128959, -114.19746 51.128881, -114.197343 51.128831, -114.197247 51.128788, -114.197205 51.128773, -114.197141 51.128748, -114.197083 51.128721))",2016,220.135818755,12000
CENTRE6B,"MULTILINESTRING ((-114.062454 51.081508, -114.06245 51.083244, -114.062446 51.084976, -114.062441 51.087124, -114.062438 51.088738))",2016,804.279336897,16000
4STNW2,"MULTILINESTRING ((-114.071477 51.102651, -114.071476 51.103022, -114.071475 51.103394, -114.071473 51.103779, -114.071472 51.104174, -114.07147 51.104564, -114.071469 51.104957, -114.071467 51.10535, -114.071466 51.105723, -114.071464 51.106131, -114.071463 51.106588, -114.07146 51.107217, -114.071459 51.107667, -114.071459 51.10807, -114.071457 51.108218, -114.071401 51.108327, -114.071393 51.108344, -114.071385 51.108365, -114.071377 51.108387, -114.071374 51.108406, -114.07137 51.108427, -114.071369 51.108446, -114.071368 51.108478, -114.071366 51.109317, -114.071365 51.109706, -114.071368 51.109848, -114.071365 51.109907, -114.071365 51.110237, -114.071364 51.110568))",2016,881.458905236,13000
RIVERFRONT2,"MULTILINESTRING ((-114.055242 51.050083, -114.055181 51.050072, -114.055078 51.050052, -114.054564 51.049966, -114.054339 51.049927, -114.054153 51.049893, -114.053994 51.049858, -114.053831 51.049815, -114.053725 51.049781, -114.053601 51.049732, -114.053504 51.049689, -114.053372 51.049631, -114.053302 51.049601, -114.053219 51.049568, -114.053153 51.049535, -114.053045 51.049478, -114.052913 51.04942, -114.052833 51.049363))",2016,189.953324929,6000
UXBRIDGE1,"MULTILINESTRING ((-114.129161 51.068468, -114.129161 51.068569, -114.129157 51.068688, -114.129157 51.068808, -114.129158 51.068927, -114.129158 51.069047, -114.12917 51.069155, -114.129188 51.069274, -114.129231 51.069423, -114.129269 51.069537, -114.129307 51.069652, -114.129344 51.069766, -114.129382 51.06988, -114.129432 51.06997, -114.129471 51.070032, -114.129531 51.070128, -114.129592 51.07021, -114.129649 51.070287, -114.129706 51.070359, -114.129765 51.070426, -114.129821 51.070485, -114.12989 51.070553, -114.130067 51.070722, -114.130168 51.070819))",2016,277.080476352,10000
RICHMOND5,"MULTILINESTRING ((-114.141217 51.022375, -114.141084 51.022414, -114.140714 51.022523, -114.140661 51.022543, -114.140623 51.022563, -114.140594 51.02259, -114.140561 51.022622, -114.1403 51.0227, -114.139912 51.022817, -114.138176 51.023338, -114.136897 51.023722, -114.13548 51.024145, -114.134773 51.02436, -114.134669 51.024391, -114.134065 51.024576, -114.133358 51.024789, -114.133243 51.024823, -114.13265 51.025001, -114.131944 51.025212, -114.131792 51.025263, -114.131748 51.025277, -114.13162 51.025291, -114.131453 51.025331, -114.131253 51.025386, -114.131096 51.025427, -114.131007 51.025449, -114.130892 51.025469, -114.130796 51.025478, -114.130711 51.02548, -114.130638 51.02548, -114.130585 51.025478, -114.130511 51.025472, -114.130425 51.025458, -114.130352 51.025444, -114.130265 51.025422, -114.130171 51.025394, -114.129916 51.025315, -114.129553 51.025197))",2016,904.606862095,17000
194AVSE3,"MULTILINESTRING ((-114.024561 50.877733, -114.024057 50.877732, -114.023734 50.877732, -114.023449 50.877731, -114.023289 50.87773, -114.023124 50.877734, -114.022902 50.877745, -114.022702 50.877758, -114.022558 50.877771, -114.022426 50.877797, -114.022217 50.877836, -114.022043 50.877876, -114.021908 50.877913, -114.021774 50.877949, -114.021571 50.878005, -114.021403 50.87805, -114.021234 50.878092, -114.021044 50.878136, -114.020838 50.878181, -114.020647 50.878217, -114.020472 50.878246, -114.020245 50.878281, -114.020085 50.878301, -114.019913 50.87832, -114.019617 50.878345, -114.019427 50.878357, -114.019221 50.878363, -114.018982 50.878369, -114.018797 50.878367, -114.018593 50.878363, -114.018366 50.878352, -114.018165 50.878339, -114.017897 50.878315, -114.017657 50.878285, -114.017407 50.87825, -114.017163 50.878207, -114.016914 50.878157, -114.016666 50.8781, -114.016459 50.878047, -114.016288 50.878003, -114.016124 50.877956, -114.016034 50.877931, -114.015865 50.877884, -114.015651 50.877833, -114.015431 50.877787, -114.015271 50.877758, -114.015121 50.877742, -114.014876 50.877728, -114.014741 50.877722, -114.014527 50.877716, -114.014275 50.877715, -114.01392 50.877714, -114.013519 50.877715, -114.013313 50.877714, -114.013154 50.877713, -114.013009 50.877712, -114.012755 50.877711, -114.0126 50.877711, -114.012432 50.877709, -114.012315 50.877709, -114.012061 50.877706, -114.011766 50.877701, -114.011424 50.877698, -114.011235 50.877696, -114.010879 50.877695, -114.010568 50.877692, -114.010303 50.877692, -114.010009 50.877692, -114.009803 50.877691, -114.009339 50.877693, -114.008894 50.877695, -114.00839 50.877694, -114.008073 50.877696, -114.007674 50.877698, -114.00742 50.877697, -114.007088 50.877695, -114.006738 50.877696, -114.006265 50.877696, -114.006034 50.877697, -114.005731 50.877695, -114.005568 50.877696, -114.005459 50.877694, -114.005322 50.87769, -114.005219 50.877686, -114.00517 50.87768, -114.005109 50.877667, -114.005075 50.877652, -114.005045 50.877637))",2016,1396.84609923,9000
84STSE2,"MULTILINESTRING ((-113.91192 50.981532, -113.911896 50.983368, -113.911896 50.985981, -113.911947 50.986936, -113.911944 50.98744, -113.91192 50.993692, -113.911906 50.994254, -113.911926 50.995263, -113.911941 50.996767, -113.911966 50.999452, -113.911984 51.000701, -113.911994 51.001407, -113.912002 51.001924, -113.912008 51.003239, -113.912031 51.004257, -113.91206 51.006269, -113.912078 51.008542), (-113.912081 51.008783, -113.91192 51.017454, -113.911918 51.020181, -113.911918 51.020329, -113.911927 51.02335, -113.911918 51.025463, -113.911913 51.026931, -113.911917 51.030139, -113.91192 51.031737, -113.911922 51.032332, -113.911921 51.034244, -113.911922 51.037471))",2016,6195.91682136,11000
4STSW6,"MULTILINESTRING ((-114.071481 51.041659, -114.071481 51.042133, -114.071481 51.042624))",2016,107.392771361,12000
RICHDSON2,"MULTILINESTRING ((-114.141148 51.012405, -114.140948 51.012397, -114.140124 51.012402, -114.139592 51.012402, -114.139436 51.012402, -114.138821 51.012402, -114.13868 51.012404))",2016,173.178881627,17000
SOUTHL_1A,"MULTILINESTRING ((-114.124359 50.961254, -114.124744 50.961255, -114.124914 50.961245, -114.125112 50.961238, -114.125277 50.961233, -114.125464 50.961234, -114.125651 50.961238, -114.125794 50.961243, -114.125863 50.961258, -114.125989 50.961252, -114.126181 50.961252, -114.127411 50.961257, -114.129484 50.961257, -114.130577 50.961261, -114.13186 50.96126, -114.132097 50.961259, -114.132216 50.961265, -114.132296 50.961283, -114.13235 50.961305))",2016,562.869352029,6000
SHAWVILLEWYSE,"MULTILINESTRING ((-114.066859 50.905766, -114.067893 50.905743, -114.068919 50.905593, -114.069567 50.905417, -114.070005 50.904999, -114.070039 50.904676, -114.069788 50.904198, -114.069558 50.903644, -114.06937 50.903238, -114.069229 50.902937, -114.069158 50.902566, -114.069285 50.902203, -114.069499 50.901813, -114.069443 50.901114, -114.069151 50.900385, -114.068554 50.899829, -114.067658 50.89964, -114.06694 50.899729, -114.066295 50.899738))",2016,1018.30421626,7000
4STSW9,"MULTILINESTRING ((-114.071509 51.034255, -114.071509 51.034379, -114.071509 51.034697, -114.071509 51.034853, -114.07151 51.035149, -114.07151 51.035328, -114.07151 51.035596, -114.07151 51.035802, -114.07151 51.036041, -114.07151 51.036277, -114.07151 51.036489, -114.07151 51.036752, -114.07151 51.036939, -114.07151 51.03722, -114.07151 51.037382, -114.07151 51.037739, -114.071482 51.037831))",2016,397.882389047,14000
SHAWVILGA1,"MULTILINESTRING ((-114.063276 50.899483, -114.064031 50.899324, -114.064537 50.899217, -114.065505 50.899013, -114.066223 50.898864, -114.067122 50.898674, -114.067628 50.898568, -114.068484 50.89839, -114.068574 50.898368, -114.068654 50.898349, -114.068714 50.898336, -114.068819 50.898313, -114.0689 50.898296, -114.068992 50.898278, -114.069075 50.898261, -114.069131 50.898251, -114.069181 50.898242, -114.069234 50.898233, -114.069315 50.898219, -114.069398 50.898205, -114.069469 50.898194, -114.069548 50.898182, -114.069618 50.898172, -114.069706 50.89816, -114.069803 50.898147, -114.069867 50.898139, -114.069935 50.898131, -114.069954 50.898129, -114.06998 50.898126, -114.070129 50.898111, -114.070352 50.898091, -114.070646 50.89807, -114.070885 50.898048, -114.071009 50.898035, -114.071088 50.898027, -114.071171 50.898015, -114.07133 50.897992, -114.071542 50.89796, -114.071657 50.897931, -114.071787 50.897916, -114.071858 50.897897, -114.071927 50.897874, -114.072004 50.897848, -114.072081 50.897822, -114.072227 50.897776))",2016,659.617018938,10000
12AVS12,"MULTILINESTRING ((-114.063298 51.041427, -114.060865 51.041358))",2016,170.747211488,13000
1STE10,"MULTILINESTRING ((-114.060865 51.041358, -114.060934 51.040415, -114.061002 51.039473, -114.061071 51.038519, -114.061121 51.037833))",2016,392.512682364,25000
STONEY17,"MULTILINESTRING ((-113.920132 50.947607, -113.920235 50.951331, -113.920291 50.953548, -113.920299 50.953813, -113.920377 50.956412, -113.920438 50.957101, -113.920509 50.959991, -113.920553 50.961376, -113.920616 50.963024, -113.920652 50.963987, -113.92062 50.96655, -113.920571 50.967424, -113.920446 50.968811, -113.920274 50.970359, -113.920193 50.971222, -113.920067 50.972485, -113.919869 50.975967, -113.919878 50.97738, -113.920009 50.979597))",2016,3560.52193545,46000
26AVSE2,"MULTILINESTRING ((-114.04128 51.030531, -114.040983 51.0305, -114.040644 51.030461, -114.040238 51.030437, -114.039852 51.030425, -114.039598 51.030428, -114.039175 51.030452, -114.038556 51.030488, -114.037699 51.030538, -114.037246 51.030564, -114.037146 51.03057, -114.037041 51.030576, -114.03696 51.03058, -114.03688 51.030583, -114.036804 51.030586))",2016,315.54451716,11000
MEMOR12,"MULTILINESTRING ((-114.117815 51.048718, -114.117709 51.048654, -114.11759 51.048594, -114.117496 51.048549, -114.117367 51.048491, -114.117242 51.048446, -114.117102 51.048402, -114.116957 51.048364, -114.11682 51.048336, -114.116677 51.048314, -114.116513 51.048294, -114.116361 51.048282, -114.116194 51.048276, -114.116052 51.048281, -114.115891 51.048295, -114.1157 51.048321, -114.115011 51.048413, -114.114113 51.048537, -114.113562 51.048606, -114.112962 51.048688, -114.112651 51.048733, -114.112394 51.048758, -114.112092 51.048795, -114.111875 51.048818, -114.111716 51.048828, -114.111319 51.048879, -114.110978 51.048917, -114.110663 51.048948, -114.110288 51.048977, -114.109887 51.049001, -114.109642 51.049012, -114.108657 51.049034, -114.107339 51.049035, -114.106108 51.049037, -114.105616 51.049039, -114.10534 51.049039))",2016,895.825607983,43000
14STNE_2,"MULTILINESTRING ((-114.028139 51.154211, -114.027917 51.151418))",2016,311.004893698,3000
32STNE_3,"MULTILINESTRING ((-113.988639 51.08149, -113.988661 51.086365, -113.988684 51.086683, -113.988638 51.087059, -113.9885 51.087363, -113.988201 51.087609, -113.987673 51.087927, -113.987466 51.088245, -113.98742 51.088477, -113.98742 51.088838))",2016,844.840544069,6000
28STNE3,"MULTILINESTRING ((-113.99333 51.05445, -113.993331 51.055021, -113.99333 51.0555, -113.99333 51.055958, -113.99333 51.056497))",2016,227.715890579,9000
OLYMPIC1,"MULTILINESTRING ((-114.05342 51.042119, -114.053224 51.044345))",2016,247.983923742,12000
9AVS13,"MULTILINESTRING ((-114.063069 51.04461, -114.060637 51.044541))",2016,170.747015049,19000
SHGNPPI5,"MULTILINESTRING ((-114.15365 51.088308, -114.153658 51.088336, -114.153669 51.088375, -114.153676 51.0884, -114.153686 51.08844, -114.153696 51.088474, -114.153708 51.08851, -114.15372 51.088549, -114.153735 51.088594, -114.153746 51.088633, -114.153754 51.088655, -114.153765 51.088687, -114.153774 51.088718, -114.153784 51.08875, -114.153791 51.088774, -114.1538 51.088802, -114.153809 51.088833, -114.153819 51.088856, -114.15383 51.08889, -114.153849 51.088941, -114.153868 51.088996, -114.153879 51.089025, -114.153895 51.089071, -114.153908 51.089111, -114.153924 51.089165, -114.153936 51.089206, -114.153946 51.08924, -114.153966 51.089303, -114.153982 51.089355, -114.153996 51.089396, -114.154011 51.089441, -114.154026 51.08949, -114.154045 51.089547, -114.154059 51.089596, -114.154066 51.089618, -114.154077 51.089654, -114.154089 51.0897, -114.154099 51.089737, -114.154108 51.089772, -114.154119 51.089814, -114.154126 51.089842, -114.154132 51.089866, -114.154143 51.08991, -114.154155 51.089963, -114.154169 51.090016, -114.15418 51.090056, -114.154189 51.090085, -114.154203 51.090135, -114.154224 51.090199, -114.154242 51.090256, -114.154257 51.090301, -114.154267 51.090334, -114.154273 51.09035, -114.154296 51.090425, -114.154319 51.090497, -114.154337 51.09055, -114.154355 51.090602, -114.154371 51.090651, -114.154385 51.090688, -114.154392 51.09071, -114.154396 51.090722, -114.154489 51.090997, -114.154572 51.09126, -114.154656 51.091523, -114.154762 51.091854, -114.154822 51.092041, -114.154855 51.09217, -114.154878 51.092276, -114.154895 51.092419, -114.154899 51.092599, -114.154894 51.092765, -114.15488 51.092914, -114.154863 51.093017, -114.154841 51.09312, -114.154779 51.093364, -114.154532 51.093852, -114.154435 51.09403, -114.154295 51.094229, -114.154173 51.094374, -114.153994 51.094567, -114.153773 51.094775, -114.153566 51.094939, -114.153055 51.095307, -114.152265 51.095838, -114.151688 51.096199, -114.151497 51.096316, -114.151275 51.096437, -114.15106 51.096523, -114.150639 51.096696, -114.150264 51.096865, -114.149947 51.09702, -114.149569 51.097266))",2016,1150.89985106,38000
85STNW2,"MULTILINESTRING ((-114.211002 51.157294, -114.211004 51.157713, -114.211006 51.158133, -114.211008 51.158553, -114.211011 51.158972, -114.211018 51.160598, -114.211025 51.162224, -114.211033 51.163849, -114.21104 51.165475, -114.21106 51.169906, -114.211081 51.174337, -114.211101 51.178769, -114.21098 51.1832))",2016,2881.93630934,2000
